3.920408	3.920408	1
13.440590	13.440590	2
24.542630	24.542630	3
31.570748	31.570748	4
44.199441	44.199441	5
48.699547	48.699547	6
55.494104	55.494104	7
61.449660	61.449660	8
71.448753	71.448753	9
83.653742	83.653742	10
89.442217	89.442217	11
98.168286	98.168286	12
105.092233	105.092233	13
113.898452	113.898452	14
118.560732	118.560732	15
126.224983	126.224983	16
137.225437	137.225437	17
144.496185	144.496185	18
148.469653	148.469653	19
155.804611	155.804611	20
162.637228	162.637228	21
171.518861	171.518861	22
177.430088	177.430088	23
182.393831	182.393831	24
190.776910	190.776910	25
203.330198	203.330198	26
209.556049	209.556049	27
220.890289	220.890289	28
232.189338	232.189338	29
235.414190	235.414190	30
241.927127	241.927127	31
253.629518	253.629518	32
263.701173	263.701173	33
272.527477	272.527477	34
280.846663	280.846663	35
282.628158	282.628158	36
287.344711	287.344711	37
296.559912	296.559912	38
304.021334	304.021334	39
309.418634	309.418634	40
320.177210	320.177210	40
327.893010	327.893010	41
337.587341	337.587341	42
348.079858	348.079858	43
355.524116	355.524116	44
365.668334	365.668334	45
373.324034	373.324034	46
378.382626	378.382626	47
391.029104	391.029104	48
398.317767	398.317767	49
407.437909	407.437909	50
414.172159	414.172159	51
428.756730	428.756730	52
440.773057	440.773057	53
444.162626	444.162626	54
457.012103	457.012103	55
468.734961	468.734961	56
480.756730	480.756730	57
493.557551	493.557551	end of chapter 11
