3.855514	3.855514	1
24.612430	24.612430	2
35.003360	35.003360	3
48.589755	48.589755	4
57.870027	57.870027	5
71.296784	71.296784	6
78.251606	78.251606	7
98.412884	98.412884	8
110.577056	110.577056	9
122.738507	122.738507	10
132.740321	132.740321	11
143.102226	143.102226	12
166.322181	166.322181	13
172.318553	172.318553	14
194.569605	194.569605	15
203.408349	203.408349	16
210.728077	210.728077	17
223.922634	223.922634	18
245.084539	245.084539	19
252.575696	252.575696	20
263.462770	263.462770	21
276.642816	276.642816	22
284.760816	284.760816	end of chapter 3
