5.807097	5.807097	1
17.054824	17.054824	2
22.486057	22.486057	3
29.205332	29.205332	4
35.779481	35.779481	5
45.535910	45.535910	6
55.864742	55.864742	7-8
65.261114	65.261114	9
69.778574	69.778574	10
75.891046	75.891046	11
86.270159	86.270159	12
99.932811	99.932811	13
110.043550	110.043550	14
115.119426	115.119426	15
120.511359	120.511359	16
124.163871	124.163871	17
134.496750	134.496750	18
140.808009	140.808009	19
148.419253	148.419253	20
151.444957	151.444957	21
163.980018	163.980018	22
171.290571	171.290571	23
176.568767	176.568767	24
180.534753	180.534753	25
192.305728	192.305728	26
200.344849	200.344849	27
215.144490	215.144490	end of chapter 1
